,budget,homepage,id,imdb_id,revenue,runtime,language,description,popularity,title,rating,votes,year,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genre8
7199,0,,419116,,0,89,ko,"Jang-ho who dreams of becoming a chef is pretty close to his dad Yeong-soo; enough to talk about his girlfriend and they live alone. One day, Yeong-soo tells Jang-ho that he's getting remarried to a Russian woman. Jang-ho accepts this and meets Olga. He is surprised to see a young and beautiful woman standing before him. A few days later, Yeong-soo goes to Russia on a business trip and Jang-ho and Olga get to know each other.",15.101,Russian Mom,4.8,14,2016,Drama,Romance,,,,,,
7200,0,,35102,tt1354553,0,94,cn,"Based on the classic Chinese novel ""Jin Ping Mei,"" written during the Ming Dynasty. The novel itself is the first full length Chinese fictional work to depict sexuality in explicit manner. The movie (as well as novel) takes place during 1111-1127 and centers around Ximen Quing, a corrupt social climber and lustful merchant who is wealthy enough to marry a consort of wives and concubines.",15.1,The Forbidden Legend: Sex & Chopsticks,5.7,29,2008,Comedy,Drama,Romance,,,,,
7201,15000000,,8461,tt0808279,7938872,111,en,"When Ann, husband George, and son Georgie arrive at their holiday home they are visited by a pair of polite and seemingly pleasant young men. Armed with deceptively sweet smiles and some golf clubs, they proceed to terrorize and torture the tight-knit clan, giving them until the next day to survive.",15.1,Funny Games,6.6,1738,2008,Drama,Horror,Thriller,,,,,
7202,0,,20875,tt0059550,0,95,ru,"The film consists of three independent parts: ""Workmate"", ""Déjà vu"" and ""Operation Y"". The plot follows the adventures of Shurik (alternative spelling — Shourick), the naive and nerdy Soviet student who often gets into ludicrous situations but always finds a way out very neatly.  ""Operation Y and Shurik's Other Adventures"" was a hit movie and became the leader of Soviet film distribution in 1965.",15.099,Operation Y and Other Shurik's Adventures,7.9,224,1965,Comedy,,,,,,,
7203,0,,3107,tt0063172,1568760,89,ja,"At the turn of the century, all of the Earth's monsters have been rounded up and kept safely on Monsterland. Chaos erupts when a race of she-aliens known as the Kilaaks unleash the monsters across the world.",15.099,Destroy All Monsters,6.8,179,1968,Action,ScienceFiction,,,,,,
7204,0,https://www.netflix.com/title/81504698,795607,tt15000314,87212911,131,zh,"While trying to free her sister from Fahai's clutches, Xiao Qing winds up in a dystopian city and meets a mysterious man who can't recall his past life.",15.097,Green Snake,8.3,223,2021,Action,Adventure,Animation,Fantasy,,,,
7205,0,,203696,tt3025994,0,75,en,"Join Scooby-Doo, Shaggy and the Mystery Inc. crew as they head to Chicago for Talent Star, a hit talent show in which Fred and Daphne are finalists with some high hopes. Unlucky for them, the competition is frightful as the show is being broadcast from an opera house with a history of horrors and a particularly vengeful phantom that has cursed the show's production.",15.093,Scooby-Doo! Stage Fright,7.8,180,2013,Adventure,Animation,Comedy,Family,Mystery,,,
7206,0,,342927,tt4685096,0,90,en,"The world’s greatest killing machine is three times as deadly when a mutated shark threatens a cruise ship. As the shark eats its way from one end of the ship to the next, the passengers fight the deadly predator using anything they can find.",15.091,3-Headed Shark Attack,4.6,161,2015,Action,Horror,ScienceFiction,,,,,
7207,40000000,,9415,tt0119731,25804707,107,en,"A secretary is found dead in a White House bathroom during an international crisis, and Detective Harlan Regis is in charge of the investigation. Despite resistance from the Secret Service, Regis partners with agent Nina Chance. As political tensions rise, they learn that the crime could be part of an elaborate cover-up. Framed as traitors, the pair, plus Regis' partner, break into the White House in order to expose the true culprit.",15.091,Murder at 1600,6.1,440,1997,Action,Crime,Drama,Mystery,Thriller,,,
7208,0,https://www.ifcfilms.com/films/settlers,791568,tt9373688,0,104,en,"Remmy and her parents, refugees from Earth, have found peace on the Martian outskirts until strangers appear in the hills beyond their farm. Told as a triptych, the film follows Remmy as she struggles to survive in an uneasy landscape.",15.087,Settlers,4.8,83,2021,ScienceFiction,Thriller,,,,,,
7209,13500000,http://www.thewildlife.movie/,368940,tt4731008,40075446,90,de,"On a tiny exotic island, Tuesday, an outgoing parrot lives with his quirky animal friends in paradise. However, Tuesday can't stop dreaming about discovering the world. After a violent storm, Tuesday and his friends wake up to find a strange creature on the beach: Robinson Crusoe. Tuesday immediately views Crusoe as his ticket off the island to explore new lands. Likewise, Crusoe soon realizes that the key to surviving on the island is through the help of Tuesday and the other animals. It isn't always easy at first, as the animals don't speak ""human."" Slowly but surely, they all start living together in harmony, until one day, when their comfortable life is overturned by two savage cats, who wish to take control of the island. A battle ensues between the cats and the group of friends but Crusoe and the animals soon discover the true power of friendship up against all odds (even savage cats).",15.086,Robinson Crusoe,5.8,275,2016,Adventure,Animation,Comedy,Family,,,,
7210,20000000,,12142,tt0369226,12693645,98,en,"Edward Carnby is a private investigator specializing in unexplainable supernatural phenomena. His cases delve into the dark corners of the world, searching for truth in the occult remnants of ancient civilizations. Now, the greatest mystery of his past is about to become the most dangerous case he has ever faced.",15.086,Alone in the Dark,3.2,501,2005,Action,Fantasy,Horror,,,,,
7211,0,https://www.sky.com/watch/title/programme/538749a2-5e3a-4c67-8963-d53054949c2d,1048771,tt23752770,0,0,en,"Carole Mackay is an unashamedly outspoken and wealthy entrepreneur. Her online business selling all things festive has earned her a fortune, as well as the nickname 'Christmas Carole'. But her success hasn't made her a better human being. In fact, it's made her worse. The truth is that Carole is a monumentally mean person. Positively Scrooge-like. And, just like Ebeneezer, she doesn't love Christmas at all. But this Christmas Eve, Carole's past, present and future are about to collide. Will some rather familiar Christmas spirits help her discover the true spirit of Christmas?",15.082,Christmas Carole,4.7,6,2022,Comedy,Drama,Fantasy,TVMovie,,,,
7212,60000000,,2642,tt0313737,199043242,101,en,"Dedicated environmental lawyer Lucy Kelson goes to work for billionaire George Wade as part of a deal to preserve a community center. Indecisive and weak-willed George grows dependent on Lucy's guidance on everything from legal matters to clothing. Exasperated, Lucy gives notice and picks Harvard graduate June Carter as her replacement. As Lucy's time at the firm nears an end, she grows jealous of June and has second thoughts about leaving George.",15.081,Two Weeks Notice,6.4,1780,2002,Comedy,Romance,,,,,,
7213,0,,360605,tt4420110,0,77,en,"Teenager Cleo's school science project goes quite awry, causing her popular older sister Molly to go invisible.",15.08,Invisible Sister,6.7,266,2015,Adventure,Comedy,Fantasy,TVMovie,,,,
7214,13000000,,10691,tt0250224,16929123,99,en,"At Pacific Palisades High, a poor Latino falls hard for a troubled girl from the affluent neighborhood.",15.078,Crazy/Beautiful,6.6,293,2001,Drama,Romance,,,,,,
7215,0,,716703,tt9264728,0,87,en,"Liberty, a socially awkward 16-year-old, returns from two months at camp to a blindsided introduction of her mother’s fiancé, John Smith, whose charm, intelligence, and beauty paint the picture of a man too perfect to be human.",15.077,What Lies Below,5.3,126,2020,Horror,Mystery,ScienceFiction,Thriller,,,,
7216,25000000,,6552,tt0138510,4152230,92,en,"Anton is a cheerful but exceedingly non-ambitious 17-year-old stoner who lives to stay buzzed, watch TV, and moon over Molly, the beautiful girl who lives next door. However, it turns out that the old cliché about idle hands being the devil's playground has a kernel of truth after all.",15.077,Idle Hands,6.1,542,1999,Comedy,Fantasy,Horror,,,,,
7217,6900000,,82505,tt1582507,44287131,101,en,"A mother and daughter move to a new town and find themselves living next door to a house where a young girl murdered her parents. When the daughter befriends the surviving son, she learns the story is far from over.",15.074,House at the End of the Street,5.8,1592,2012,Horror,Thriller,,,,,,
7218,0,,32242,tt0323630,0,103,ko,"Soon after Ji-won gets a new cell phone, her friend's young daughter, Yeong-ju, puts it to her ear and immediately begins screaming in terror. When other strange things start happening in connection with the phone, Ji-Won does some investigating and discovers that of the people before her who had the same number, almost all of them died suddenly under unusual circumstances. As Yeong-ju's behavior becomes increasingly alarming, Ji-won digs deeper into the circumstances surrounding the disappearance of the number's first owner, a high school girl named Jin-hie.",15.074,Phone,6.1,95,2002,Horror,Mystery,Thriller,,,,,
7219,11000000,,687,tt0112818,39363635,122,en,A death row inmate turns for spiritual guidance to a local nun in the days leading up to his scheduled execution for the murders of a young couple.,15.073,Dead Man Walking,7.4,1129,1995,Drama,,,,,,,
7220,76000000,,17711,tt0131704,35134820,88,en,"Rocky and Bullwinkle have been living off the finances made from the reruns of their cartoon show. Boris and Natasha somehow manage to crossover into reality and team up with Fearless Leader, an evil criminal turned media mogul with some evil plans up his sleeve. Rocky and Bullwinkle must stop the three of them before they wreak havoc.",15.072,The Adventures of Rocky & Bullwinkle,4.1,315,2000,Adventure,Animation,Comedy,Family,Fantasy,,,
7221,15000000,,15765,tt0108551,39100000,118,en,Singer Tina Turner rises to stardom while mustering the courage to break free from her abusive husband Ike.,15.072,What's Love Got to Do with It,7.0,231,1993,Drama,Music,,,,,,
7222,8000000,http://www.theofficialjohncarpenter.com/in-the-mouth-of-madness/,2654,tt0113409,8946600,95,en,An insurance investigator begins discovering that the impact a horror writer's books have on his fans is more than inspirational.,15.07,In the Mouth of Madness,7.2,1319,1995,Horror,Mystery,Thriller,,,,,
7223,2570000,,375108,tt4471388,4026795,91,ru,A twist on the classic game of Mafia. 12 competitors take part in a game of life and death where the innocent must take out the Mafia in order to win the cash prize. Those that are voted out must face their biggest fears in a computer simulation.,15.068,Mafia: Survival Game,4.6,81,2016,Action,ScienceFiction,,,,,,
7224,0,,71883,tt1483797,0,102,ja,"The most dangerous and exciting car race in the universe is held only once every five years. And that's tonight. The competitors are lined up at the starting block. In his vehicle, JP, the most daredevil driver on the circuit, is ready for the green light. Female driver Sonoshee, with whom he is secretly in love, is also on the starting line. She will stop at nothing to get on to that podium. In this race, not only is anything possible, but also anything is allowed. In fact, their adversaries have modified their vehicles to equip them with highly destructive weapons; with such participants, it is hardly surprising that Redline is forbidden by the authorities, who will try anything to halt the proceedings.",15.067,Redline,7.5,332,2010,Action,Animation,ScienceFiction,,,,,
7225,0,,41965,tt0098061,241278,92,en,"A young girl lost in the loneliness and boredom of reality finds solace in an ill boy, whom she can visit in a surreal dream world that she drew in her school composition book.",15.065,Paperhouse,6.7,110,1988,Drama,Fantasy,Horror,,,,,
7226,3500000,,205724,tt2193265,0,95,en,A company retreat on a tropical island goes terribly awry.,15.062,Welcome to the Jungle,5.1,350,2013,Comedy,,,,,,,
7227,8000000,,10906,tt0105128,17092453,100,en,"The ""sematary"" is up to its old zombie-raising tricks again. This time, the protagonists are Jeff Matthews, whose mother died in a Hollywood stage accident, and Drew Gilbert, a boy coping with an abusive stepfather.",15.061,Pet Sematary II,5.3,427,1992,Horror,,,,,,,
7228,0,http://lastblackmansf.movie,522039,tt4353250,2975184,121,en,"Jimmie Fails dreams of reclaiming the Victorian home his grandfather built in the heart of San Francisco. Joined on his quest by his best friend Mont, Jimmie searches for belonging in a rapidly changing city that seems to have left them behind.",15.059,The Last Black Man in San Francisco,7.1,239,2019,Drama,,,,,,,
7229,0,https://www.netflix.com/title/81343173,929477,tt17162546,0,19,en,Teenagers Nikki and Sam are in love and planning their future together — until Nikki's dangerous past returns to threaten everything.,15.057,Heart Shot,5.6,58,2022,Crime,Romance,,,,,,
7230,60000000,http://www.afterthesunset.com/,10589,tt0367479,61347797,97,en,"An FBI agent is suspicious of two master thieves, quietly enjoying their retirement near what may - or may not - be the biggest score of their careers.",15.057,After the Sunset,6.2,636,2004,Action,Comedy,Crime,Drama,,,,
7231,0,,606679,tt9308382,0,113,en,"Set in the dazzling world of the LA music scene comes the story of Grace Davis, a superstar whose talent, and ego, have reached unbelievable heights. Maggie is Grace’s overworked personal assistant who’s stuck running errands, but still aspires to her childhood dream of becoming a music producer. When Grace’s manager presents her with a choice that could alter the course of her career, Maggie and Grace come up with a plan that could change their lives forever.",15.052,The High Note,7.1,382,2020,Comedy,Drama,Music,Romance,,,,
7232,0,https://www.fragilefilms.com/dorian-gray-1,23488,tt1235124,4706919,112,en,"Seduced into the decadent world of Lord Henry Wotton, handsome young aristocrat Dorian Gray becomes obsessed with maintaining his youthful appearance, and commissions a special portrait that will weather the winds of time while he remains forever young. When Gray's obsession spirals out of control, his desperate attempts to safeguard his secret turn his once-privileged life into a living hell.",15.049,Dorian Gray,6.0,1884,2009,Drama,Fantasy,Thriller,,,,,
7233,800000,,17295,tt0058946,964028,121,it,Tracing the struggle of the Algerian Front de Liberation Nationale to gain freedom from French colonial rule as seen through the eyes of Ali from his start as a petty thief to his rise to prominence in the organisation and capture by the French in 1957. The film traces the rebels' struggle and the increasingly extreme measures taken by the French government to quell the revolt.,15.049,The Battle of Algiers,7.9,575,1966,Drama,History,War,,,,,
7234,3100000,,3110,tt0046303,20000000,118,en,"A weary gunfighter attempts to settle down with a homestead family, but a smouldering settler and rancher conflict forces him to act.",15.048,Shane,7.4,487,1953,Drama,Western,,,,,,
7235,27000000,,1406,tt0101587,179033791,114,en,"Three New York businessmen decide to take a ""Wild West"" vacation that turns out not to be the relaxing vacation they had envisioned.",15.047,City Slickers,6.4,627,1991,Comedy,Western,,,,,,
7236,0,,12503,tt0086510,0,128,en,Three U.S. journalists get too close to one another and their work in 1979 Nicaragua.,15.045,Under Fire,6.7,138,1983,Drama,War,,,,,,
7237,15000000,http://blackkklansman.com,487558,tt7349662,93400823,135,en,"Colorado Springs, late 1970s. Ron Stallworth, an African American police officer, and Flip Zimmerman, his Jewish colleague, run an undercover operation to infiltrate the Ku Klux Klan.",15.042,BlacKkKlansman,7.5,6692,2018,Comedy,Crime,Drama,History,,,,
7238,54000000,,9327,tt0117218,128769345,95,en,"Eddie Murphy stars as shy Dr. Sherman Klump, a kind, brilliant, 'calorifically challenged' genetic professor. When beautiful Carla Purty joins the university faculty, Sherman grows desperate to whittle his 400-pound frame down to size and win her heart. So, with one swig of his experimental fat-reducing serum, Sherman becomes 'Buddy Love', a fast-talking, pumped-up , plumped down Don Juan.",15.042,The Nutty Professor,5.6,2540,1996,Comedy,Fantasy,Romance,ScienceFiction,,,,
7239,100,http://www.originalfeatures.pt/en/commercials/video/original-features-catarina-and-the-others/,280960,tt1877586,0,15,pt,"Outside, the first sun rays break the dawn.  Sixteen years old Catarina can't fall asleep.  Inconsequently, in the big city adults are moved by desire...  Catarina found she is HIV positive. She wants to drag everyone else along.",15.04,Catarina and the others,4.5,86,2011,Drama,Mystery,,,,,,
7240,40000000,http://www.thehappytimemurders.movie/,412988,tt1308728,27506452,91,en,"In a world where human beings and puppets live together, when the members of the cast of a children's television show aired during the 1990s begin to get murdered one by one, puppet Phil Philips, a former LAPD detective who fell in disgrace and turned into a private eye, takes on the case at the request of his old boss in order to assist detective Edwards, who was his partner in the past.",15.039,The Happytime Murders,5.7,869,2018,Action,Comedy,Crime,,,,,
7241,7800000,http://www.marsdistribution.com/xml/flash.html?cfilm=46022,302,tt0324133,22441323,102,en,"A British crime novelist travels to her publisher's upmarket summer house in Southern France to seek solitude in order to work on her next book. However, the unexpected arrival of the publisher's daughter induces complications and a subsequent crime.",15.038,Swimming Pool,6.5,566,2003,Crime,Thriller,,,,,,
7242,0,,397,tt0113117,101982854,111,en,"After her fiancee admits to infidelity while on a business trip in France, a woman attempts to get her lover back and marry him by traveling to Paris despite her crippling fear of flying.  On the way she unwittingly smuggles something of value that has a charming crook chasing her across France as she chases after her future husband.",15.036,French Kiss,6.4,618,1995,Comedy,Romance,,,,,,
7243,19201483,,360365,tt5122374,17000172,95,es,A teen star ventures out to the Italian countryside for a summer and emerges a new artist.,15.034,Tini: The New Life of Violetta,7.3,348,2016,Comedy,Drama,Music,,,,,
7244,7000000,http://www.lastnightmovie.com/,23830,tt1294688,7644937,90,en,"The story follows a married couple, apart for a night while the husband takes a business trip with a colleague to whom he's attracted. While he's resisting temptation, his wife encounters her past love.",15.034,Last Night,6.1,661,2010,Drama,Romance,,,,,,
7245,0,https://kakounofutari-movie.jp/,625976,tt10747038,0,115,ja,"When it rains it pours. Kenji divorced his wife, lost his job and his old squeeze Naoko is getting married back home in the north of Japan, specifically in Akita. He returns there in order to attend her wedding. Naoko surprises him by proposing that they have sex again. The one night stand is the new beginning.",15.031,It Feels So Good,6.4,17,2019,Drama,,,,,,,
7246,0,,582913,tt8485364,44291,100,en,"Kate and Matt discover that a part of their house can grant wishes. In the wake of two miscarriages, what they want most is a child.",15.03,The Room,6.4,761,2019,Drama,Horror,Mystery,ScienceFiction,,,,
7247,0,,531368,tt7937440,25293853,93,cn,"Working in the morgue, a hardworking forensics expert and his assistant are suddenly accosted by masked intruders who demand access to a body involved in a recent crime.",15.029,Bodies at Rest,6.3,57,2019,Action,Crime,Thriller,,,,,
7248,0,,314388,tt3740778,0,131,zh,"The life of Tao, and those close to her, is explored in three different time periods: 1999, 2014, and 2025.",15.028,Mountains May Depart,6.9,173,2015,Drama,Romance,,,,,,
7249,9000000,,24740,tt0082334,13277558,125,en,"Carla Moran, a hard-working single mother,  is raped in her bedroom by someone — or something — that she cannot see. Despite skeptical psychiatrists, she is repeatedly attacked by this invisible force. Could this be a case of hysteria or something more horrific?",15.028,The Entity,6.6,372,1982,Horror,Mystery,Thriller,,,,,
7250,0,https://www.netflix.com/title/81281320,468225,tt5164438,0,103,en,A woman adjusting to life after a loss contends with a feisty bird that's taken over her garden — and a husband who's struggling to find a way forward.,15.027,The Starling,7.1,231,2021,Drama,,,,,,,
7251,10000000,,11966,tt0096101,21630088,110,en,"Robot Johnny 5 moves to the city to help his friend Ben Jahrvi with his toy manufacturing enterprise, only to be manipulated by criminals who want to use him for their own nefarious purposes.",15.027,Short Circuit 2,6.1,483,1988,Comedy,Drama,Family,ScienceFiction,,,,
7252,11500005,,11645,tt0089881,11859533,160,ja,"With Ran, legendary director Akira Kurosawa reimagines Shakespeare's King Lear as a singular historical epic set in sixteenth-century Japan. Majestic in scope, the film is Kurosawa's late-life masterpiece, a profound examination of the folly of war and the crumbling of one family under the weight of betrayal, greed, and the insatiable thirst for power.",15.027,Ran,8.1,1219,1985,Action,Drama,History,,,,,
7253,0,http://thelayoverfilm.com,339404,tt4565520,0,88,en,"When their plane is rerouted due to a hurricane warning, two single female best friends find themselves competing for the same guy during an extended layover in St. Louis.",15.024,The Layover,5.4,608,2017,Comedy,Romance,,,,,,
7254,0,http://www.aatafilm.com/,461928,tt6433880,0,98,en,"A zombie apocalypse threatens the sleepy town of Little Haven – at Christmas – forcing Anna and her friends to fight, slash and sing their way to survival, facing the undead in a desperate race to reach their loved ones. But they soon discover that no one is safe in this new world, and with civilization falling apart around them, the only people they can truly rely on are each other.",15.023,Anna and the Apocalypse,6.1,290,2018,Comedy,Fantasy,Horror,,,,,
7255,2000000,,179053,tt2536436,0,75,nl,"A young psychology student is drawn into the dark and fearful world of a diabolic and mysterious App that starts to terrorize her, distributing compromising photographs, videos and text messages about herself and delves deeper and deeper into her personal life, flawlessly exposing all of her deepest secrets.",15.014,App,5.2,60,2013,Thriller,,,,,,,
7256,62000000,,12138,tt0233142,18720175,125,en,"It was an ingenious enough plan: rob the Riviera Casino's count room during an Elvis impersonator convention. But Thomas Murphy decided to keep all the money for himself and shot all his partners, including recently-freed ex-con Michael Zane. With $3.2 million at stake, the Marshals Service closing in, Michael must track down Murphy.",15.014,3000 Miles to Graceland,5.8,531,2001,Action,Adventure,Comedy,Crime,Thriller,,,
7257,20000000,,283552,tt2547584,25975621,133,en,A lighthouse keeper and his wife living off the coast of Western Australia raise a baby they rescue from an adrift rowboat.,15.01,The Light Between Oceans,7.1,1229,2016,Drama,Romance,,,,,,
7258,30000000,http://www.1517toparis.com,453201,tt6802308,57076286,94,en,"In August 2015, an ISIS terrorist boarded train #9364 from Brussels to Paris. Armed with an AK-47 and enough ammo to kill more than 500 people, the terrorist might have succeeded except for three American friends who refused to give in to fear. One was a college student, one was a martial arts enthusiast and airman first class in the U.S. Air Force, and the other was a member of the Oregon National Guard, and all three pals proved fearless as they charged and ultimately overpowered the gunman after he emerged from a bathroom armed and ready to kill.",15.009,The 15:17 to Paris,5.4,1461,2018,Drama,History,Thriller,,,,,
7259,0,http://www.foxsearchlight.com/theaftermath,433502,tt5977276,9215591,108,en,"In the aftermath of World War II, a British colonel and his wife are assigned to live in Hamburg during the post-war reconstruction, but tensions arise with the German widower who lives with them.",15.009,The Aftermath,6.5,553,2019,Drama,Romance,War,,,,,
7260,0,https://www.tms-e.co.jp/global/alltitles/conan/087318.html,257512,tt3455204,0,110,ja,"A vicious sniper has appeared in Tokyo, rendering the people too scared to go outside, once again it's up to Conan to figure out the meaning behind the killings and capture the mysterious sniper before more lives are lost.",15.009,Detective Conan: Dimensional Sniper,6.9,84,2014,Action,Animation,Drama,Mystery,,,,
7261,0,,35648,tt0102812,0,80,ja,"Mr. Takazawa, an elderly invalid who is cared for at his home by Haruko, a young nursing student, is chosen by the Japanese Ministry of Public Welfare to test the Z-001, a computerized hospital bed with robotic features that allegedly displays more efficiency and skills than any human nurse, but Haruko mistrusts a machine unable to consider human feelings.",15.006,Roujin Z,6.5,84,1991,Animation,Drama,ScienceFiction,,,,,
7262,0,,18086,tt0097390,2983784,104,en,"After three years of therapy Charley Brewster, now a college student, is convinced that Jerry Dandridge was a serial killer posing as a vampire. But when Regine, a mysterious actress and her entourage move into Peter Vincent's apartment block, the nightmare starts again - and this time it's personal!",15.006,Fright Night Part 2,6.4,317,1988,Horror,,,,,,,
7263,0,https://natsu-eno-tobira.com/,722798,tt13757540,0,118,ja,"A pioneering roboticist awakens in 2025 after decades in cryosleep. To change the past and reunite with his adopted sister, he seeks a way back to 1995.",15.005,The Door into Summer,6.0,22,2021,Drama,ScienceFiction,,,,,,
7264,18000000,https://www.sonypictures.com/movies/thefog,791,tt0432291,46201432,100,en,"Trapped within an eerie mist, the residents of Antonio Bay have become the unwitting victims of a horrifying vengeance. One hundred years earlier, a ship carrying lepers was purposely lured onto the rocky coastline and sank, drowning all aboard. Now they're back – long-dead mariners who've waited a century for their revenge.",15.003,The Fog,4.5,610,2005,Horror,Thriller,,,,,,
7265,0,,511343,tt7781732,0,83,en,"With promises of untold treasure, two modern-day adventurers team up to enter the ancient tomb of Quin Shi Haung, and stop a madman from releasing the mercury trapped within.",15.001,Tomb Invader,4.1,48,2018,Action,Adventure,TVMovie,,,,,
7266,0,https://www.highlandfilmgroup.com/production/out-of-death/,774714,tt12528166,95813,95,en,"As Shannon, a woman who wants to put her father's ashes away in the woods witnesses a corrupt cop dealing drugs with a junkie, she has to try and run away after she gets rampaged by two discreditable cops after they see her taking secret photographs of their crime maneuver. They then do a cat-and-mouse game around the woods as Shannon teams up with a retired sheriff along the way for more reinforcement. It's just a diversion of survival and egalitarianism.",14.998,Out of Death,5.9,183,2021,Action,Thriller,,,,,,
7267,0,,648,tt0038348,0,96,fr,"The story of a gentle-hearted beast in love with a simple and beautiful girl. She is drawn to the repellent but strangely fascinating Beast, who tests her fidelity by giving her a key, telling her that if she doesn't return it to him by a specific time, he will die of grief. She is unable to return the key on time, but it is revealed that the Beast is the genuinely handsome one. A simple tale of tragic love that turns into a surreal vision of death, desire, and beauty.",14.998,Beauty and the Beast,7.5,487,1946,Drama,Fantasy,Romance,,,,,
7268,2243662,,546230,tt9063106,6748935,114,ms,"The true events of Lieutenant Commander Arman Anwar of PASKAL, an elite unit in the Royal Malaysian Navy, and his team's mission to rescue the MV Bunga Laurel, a tanker which was hijacked by Somalian Pirates in 2011.",14.997,Paskal,7.7,57,2018,Action,Drama,War,,,,,
7269,11000000,,212716,tt1486834,7847000,93,en,"Wallace, who is burned out from a string of failed relationships, forms an instant bond with Chantry, who lives with her longtime boyfriend. Together, they puzzle out what it means if your best friend is also the love of your life.",14.996,What If,6.7,1755,2013,Comedy,Drama,Romance,,,,,
7270,6000000,http://ulyssesfilms.de/films-series.html#Ooops!%20Noah%20is%20gone%E2%80%A6,326215,tt3411432,769028,85,en,"It's the end of the world. A flood is coming. Luckily for Dave and his son Finny, a couple of clumsy Nestrians, an Ark has been built to save all animals. But as it turns out, Nestrians aren't allowed. Sneaking on board with the involuntary help of Hazel and her daughter Leah, two Grymps, they think they're safe. Until the curious kids fall off the Ark. Now Finny and Leah struggle to survive the flood and hungry predators and attempt to reach the top of a mountain, while Dave and Hazel must put aside their differences, turn the Ark around and save their kids. It's definitely not going to be smooth sailing.",14.995,Ooops! Noah Is Gone...,6.3,264,2015,Adventure,Animation,Comedy,Family,,,,
7271,0,,1059025,,0,0,ar,"Follows a plastic surgeon, Dr. Nabil, who owns a beauty clinic through which he is exposed to many comic situations along with his colleague.",14.992,Nabil El Gamil Plastic Surgeon,0.0,0,2022,Comedy,,,,,,,
7272,0,,2087,tt0109890,30057974,115,en,"Doc McCoy is put in prison because his partners chickened out and flew off without him after exchanging a prisoner with a lot of money. Doc knows Jack Benyon, a rich ""business""-man, is up to something big, so he tells his wife (Carol McCoy) to tell him that he's for sale if Benyon can get him out of prison. Benyon pulls some strings and Doc McCoy is released again. Unfortunately he has to cooperate with the same person that got him to prison.",14.992,The Getaway,5.6,267,1994,Action,Crime,Drama,Mystery,Romance,Thriller,,
7273,0,,7012,tt0085404,0,127,en,"In the mid-1980s, the U.S. is poised on the brink of nuclear war. This shadow looms over the residents of a small town in Kansas as they continue their daily lives. Dr. Russell Oakes maintains his busy schedule at the hospital, Denise Dahlberg prepares for her upcoming wedding, and Stephen Klein is deep in his graduate studies. When the unthinkable happens and the bombs come down, the town's residents are thrust into the horrors of nuclear winter.",14.991,The Day After,6.7,297,1983,Action,Drama,ScienceFiction,TVMovie,,,,
7274,0,,630566,tt6473066,0,121,en,"Young musician Zach Sobiech discovers his cancer has spread, leaving him just a few months to live. With limited time, he follows his dream and makes an album, unaware that it will soon be a viral music phenomenon.",14.99,Clouds,8.3,897,2020,Drama,Music,Romance,,,,,
7275,0,,450001,tt7262882,21832649,107,cn,"Following his defeat by Master Ip, Cheung Tin Chi tries to make a life with his young son in Hong Kong, waiting tables at a bar that caters to expats. But it's not long before the mix of foreigners, money, and triad leaders draw him once again to the fight.",14.99,Master Z: Ip Man Legacy,6.2,414,2018,Action,Crime,Drama,,,,,
7276,7000000,,34653,tt1315981,24964890,97,en,"The life of George Falconer, a British college professor, is reeling with the recent and sudden loss of his longtime partner. This traumatic event makes George challenge his own will to live as he seeks the console of his close girl friend Charley, who is struggling with her own questions about life.",14.987,A Single Man,7.3,1351,2009,Drama,Romance,,,,,,
7277,810000,http://www.rialtopictures.com/catalogue/the-wicker-man-final-cut,16307,tt0070917,0,94,en,"Police sergeant Neil Howie is called to an island village in search of a missing girl whom the locals claim never existed. Stranger still, however, are the rituals that take place there.",14.986,The Wicker Man,7.3,1058,1973,Horror,,,,,,,
7278,0,,181656,tt2328505,0,76,ja,"Abandoned in the barren wasteland of Kyoto, a savage, enraged orphan does whatever it takes to survive in the wild. When he crosses paths with civilization, he must learn to tame the beast within.",14.982,Asura,7.0,60,2012,Animation,Drama,History,Horror,,,,
7279,0,,100017,tt0488903,0,87,de,"Angelina Maccarone's intense drama deals with the obsessive relationship between a confused teenager and an elder woman. Elsa Seifert successfully works as probation officer, but the relationship to her longtime companion is in trouble since their common daughter moved out. Then she gets to know Jan, a 16-years-old offender, who frankly offers to submit himself sexually to her. Although being shocked in the beginning, Elsa gets more and more attracted by the young man...",14.981,Punish Me,4.6,15,2006,Drama,,,,,,,
7280,10000000,,15037,tt0127723,25605015,100,en,"It's graduation day at Huntington Hills High, and you know what that means - time to party. And not just any party, either. This one will be a night to remember, as the nerds become studs, the jocks are humiliated, and freshman crushes blossom into grown-up romance.",14.978,Can't Hardly Wait,6.3,443,1998,Comedy,Romance,,,,,,
7281,12000000,,10173,tt0100114,46044400,94,en,"Just retired from the Drug Enforcement Agency, John Hatcher returns to his hometown and quickly discovers that drugs have infiltrated his old neighborhood. Determined to drive the dealers out, Hatcher crosses paths with a ferocious Jamaican drug lord who vows that Hatcher and his family are now marked for death.",14.977,Marked for Death,6.0,419,1990,Action,Crime,,,,,,
